groupe_sanguin;sexe;id_client;usage_vehicule;type_vehicule;date_demande;etat_dossier;formule;Presence_enfant;Tranche_revenus;Index_Personaliser;Tranche_Age_vehicule;Type_conduite_new;Typologie_employeur;Tranche_Age;Points_perdus_new;Enfant_conduite_accompagne_new;Tranche_Resid_Princ;Code_dept;Intervalle_Tarifs_Devis;Niveau_Instruction
B+;M;259907079;Private;Van;09/04/2022;complet;dev_express;Non;"[120K€; Et plus [";C22-4119;De 0 à 4 ans;Urban;Type S.A.S;20 à 39 ans;Oui;Non;[300k€ à 350k€[;92;"[250€; 275€[";Licence/Bac+3
O+;F;444658348;Commercial;Pickup;13/02/2022;complet;dev_vip;Oui;"[40K€; 60K€[";C22-4123;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";79;"[350€; et plus[";Lycée ou après
B-;M;856378045;Private;z_SUV;25/02/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4127;De 5 à 9 ans;Rural;Type S.A.R.L;40 à 59 ans;Oui;Non;Locataire;86;"[275€; 300€[";Avant Lycée
AB+;F;870183904;Private;Minivan;02/01/2022;complet;dev_integral;Oui;"[60K€; 80K€[";C22-4131;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Oui;"[200k€; 250k€[";07;"[300€; 325€[";Licence/Bac+3
AB-;M;166887755;Private;Sports Car;02/04/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-4135;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[200k€; 250k€[";88;"[275€; 300€[";Licence/Bac+3
O+;M;371660994;Private;Pickup;03/05/2022;complet;dev_premium;Oui;"[0; 20K€[";C22-4139;De 0 à 4 ans;Rural;Sans précision;40 à 59 ans;Oui;Non;Sans précision;01;"[350€; et plus[";Lycée ou après
B-;M;232648329;Private;Van;25/04/2022;complet;dev_express;Non;"[0; 20K€[";C22-4143;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[250k€; 300k€[";36;"[275€; 300€[";Doctorat/Bac+8
A+;F;564472252;Private;Pickup;08/03/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4147;De 15 à 19 ans;Rural;Sans précision;40 à 59 ans;Oui;Non;"[100k€; 150k€[ ";87;"[300€; 325€[";Master/Bac+5
AB+;F;918957801;Commercial;Minivan;31/05/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-4151;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;Locataire;73;"[325€; 350€[";Licence/Bac+3
O+;M;131474282;Commercial;Pickup;21/01/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-4155;De 5 à 9 ans;Rural;Sans précision;40 à 59 ans;Non;Non;Locataire;32;"[275€; 300€[";Licence/Bac+3
O+;M;486828685;Private;z_SUV;27/04/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4159;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";45;"[300€; 325€[";Avant Lycée
O+;F;23309553;Private;Minivan;25/04/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-4163;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Non;Non;"[150k€; 200k€[";66;"[275€; 300€[";Lycée ou après
AB+;M;441643202;Private;z_SUV;05/03/2022;complet;dev_integral;Oui;"[120K€; Et plus [";C22-4167;De 15 à 19 ans;Urban;Type S.A.R.L;80 ans à plus;Non;Non;"[350k€; et plus[";28;"[275€; 300€[";Master/Bac+5
O-;F;120982530;Private;z_SUV;21/01/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4171;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;Locataire;10;"[275€; 300€[";Lycée ou après
B-;M;316144501;Commercial;Panel Truck;25/04/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-4175;De 15 à 19 ans;Urban;Type S.A;20 à 39 ans;Oui;Non;"[200k€; 250k€[";63;"[300€; 325€[";Master/Bac+5
A-;M;791767428;Private;Minivan;29/03/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4179;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";82;"[275€; 300€[";Lycée ou après
B-;M;113404562;Commercial;Sports Car;13/02/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4183;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;Locataire;91;"[275€; 300€[";Doctorat/Bac+8
B-;M;358544143;Private;Sports Car;11/02/2022;complet;dev_express;Non;"[0; 20K€[";C22-4187;De 0 à 4 ans;Rural;Sans précision;20 à 39 ans;Non;Non;"[50k€; 100k€[";44;"[250€; 275€[";Lycée ou après
O-;F;371807120;Commercial;Panel Truck;28/05/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4191;De 5 à 9 ans;Rural;Type S.A.R.L;20 à 39 ans;Non;Non;Locataire;55;"[275€; 300€[";Lycée ou après
B+;M;119909309;Private;Minivan;03/04/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-4195;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[150k€; 200k€[";34;"[325€; 350€[";Licence/Bac+3
O+;F;624278100;Private;z_SUV;20/05/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-4199;De 5 à 9 ans;Rural;Sans précision;20 à 39 ans;Oui;Non;"[100k€; 150k€[ ";40;"[300€; 325€[";Lycée ou après
AB+;M;240049188;Private;Minivan;22/04/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-4203;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Non;Non;"[250k€; 300k€[";48;"[250€; 275€[";Licence/Bac+3
A-;M;884566879;Commercial;z_SUV;29/01/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-4207;De 5 à 9 ans;Urban;Sans précision;80 ans à plus;Non;Non;"[200k€; 250k€[";74;"[325€; 350€[";Lycée ou après
O-;M;253050441;Private;Minivan;21/05/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-4211;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;Locataire;34;"[300€; 325€[";Lycée ou après
A+;M;463876700;Commercial;Minivan;04/05/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4215;De 5 à 9 ans;Urban;Type S.A.S;20 à 39 ans;Non;Non;Sans précision;22;"[300€; 325€[";Licence/Bac+3
A-;F;411815926;Private;Minivan;25/01/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-4219;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;Locataire;82;"[350€; et plus[";Licence/Bac+3
AB+;M;193426980;Commercial;Panel Truck;27/01/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-4223;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[150k€; 200k€[";56;"[325€; 350€[";Licence/Bac+3
O+;M;79969831;Private;Pickup;11/03/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-4227;De 15 à 19 ans;Urban;Sans précision;80 ans à plus;Oui;Non;Locataire;88;"[300€; 325€[";Master/Bac+5
AB-;F;867204089;Commercial;Minivan;25/05/2022;complet;dev_integral;Oui;"[60K€; 80K€[";C22-4231;De 0 à 4 ans;Rural;Sans précision;60 à 79 ans;Non;Non;"[150k€; 200k€[";01;"[300€; 325€[";Lycée ou après
B-;F;581341389;Commercial;Minivan;20/01/2022;complet;dev_premium;Oui;"[60K€; 80K€[";C22-4235;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[200k€; 250k€[";77;"[350€; et plus[";Licence/Bac+3
O+;F;813047682;Commercial;Pickup;22/04/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-4239;De 0 à 4 ans;Urban;Type S.A.R.L;Moins de 20 ans;Non;Non;"[150k€; 200k€[";31;"[325€; 350€[";Avant Lycée
B-;F;136051346;Commercial;Panel Truck;10/02/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-4243;De 15 à 19 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;Locataire;41;"[275€; 300€[";Master/Bac+5
A+;M;488543208;Commercial;Panel Truck;24/02/2022;complet;dev_express;Non;"[120K€; Et plus [";C22-4247;De 15 à 19 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[350k€; et plus[";39;"[250€; 275€[";Master/Bac+5
B-;F;799470114;Private;Sports Car;17/03/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-4251;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";19;"[275€; 300€[";Licence/Bac+3
A+;F;979856160;Private;z_SUV;04/03/2022;complet;dev_express;Non;"[120K€; Et plus [";C22-4255;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Oui;[300k€ à 350k€[;91;"[250€; 275€[";Doctorat/Bac+8
AB+;M;912419873;Private;z_SUV;20/04/2022;complet;dev_express;Non;"[0; 20K€[";C22-4259;De 0 à 4 ans;Rural;Sans précision;20 à 39 ans;Non;Non;"[100k€; 150k€[ ";73;"[250€; 275€[";Avant Lycée
AB-;F;553736065;Private;Van;30/01/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-4263;De 10 à 14 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[200k€; 250k€[";37;"[250€; 275€[";Master/Bac+5
A+;M;643840649;Private;Minivan;11/02/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-4267;De 15 à 19 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[100k€; 150k€[ ";56;"[275€; 300€[";Master/Bac+5
AB-;F;125449255;Private;Sports Car;05/03/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-4271;De 0 à 4 ans;Urban;Type S.A.R.L;60 à 79 ans;Non;Non;"[150k€; 200k€[";20;"[275€; 300€[";Licence/Bac+3
A-;F;917757827;Commercial;Van;16/02/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-4275;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";93;"[250€; 275€[";Avant Lycée
O+;F;366929625;Private;Van;25/01/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-4279;De 10 à 14 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;[300k€ à 350k€[;66;"[325€; 350€[";Master/Bac+5
O+;F;662721687;Commercial;Pickup;06/03/2022;complet;dev_express;Oui;"[120K€; Et plus [";C22-4283;De 0 à 4 ans;Rural;Type S.A;40 à 59 ans;Non;Oui;[300k€ à 350k€[;12;"[250€; 275€[";Licence/Bac+3
AB+;F;202542739;Commercial;Van;15/04/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-4287;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Non;Oui;"[200k€; 250k€[";37;"[250€; 275€[";Lycée ou après
O+;M;849526552;Commercial;Van;24/03/2022;complet;dev_integral;Oui;"[100K€; 120K€[";C22-4291;De 10 à 14 ans;Rural;Type S.A.R.L;40 à 59 ans;Non;Oui;[300k€ à 350k€[;79;"[300€; 325€[";Licence/Bac+3
AB-;F;993778721;Commercial;Panel Truck;06/02/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-4295;De 15 à 19 ans;Urban;Type S.A;20 à 39 ans;Oui;Non;Locataire;65;"[300€; 325€[";Master/Bac+5
AB-;F;973990002;Commercial;Pickup;27/03/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-4299;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";69;"[300€; 325€[";Licence/Bac+3
AB-;F;542481113;Private;Van;28/02/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-4303;De 0 à 4 ans;Urban;Type S.A;60 à 79 ans;Non;Oui;Locataire;18;"[250€; 275€[";Lycée ou après
AB-;F;407080648;Private;Pickup;17/02/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-4307;De 5 à 9 ans;Urban;Type S.A.R.L;40 à 59 ans;Non;Oui;Locataire;53;"[250€; 275€[";Lycée ou après
A-;F;349773525;Private;z_SUV;21/03/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-4311;De 5 à 9 ans;Urban;Type S.A.S;40 à 59 ans;Oui;Non;Sans précision;43;"[300€; 325€[";Lycée ou après
AB-;F;58554153;Commercial;Panel Truck;29/04/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-4315;De 0 à 4 ans;Urban;Type S.A;40 à 59 ans;Non;Non;Locataire;16;"[250€; 275€[";Licence/Bac+3
B-;M;13509551;Private;Minivan;21/04/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-4319;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;Locataire;28;"[250€; 275€[";Licence/Bac+3
O-;F;746249238;Commercial;Panel Truck;19/01/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-4323;De 0 à 4 ans;Urban;Type S.A;20 à 39 ans;Oui;Non;[300k€ à 350k€[;71;"[300€; 325€[";Licence/Bac+3
O-;M;837902783;Private;Minivan;09/03/2022;complet;dev_integral;Oui;"[120K€; Et plus [";C22-4327;De 15 à 19 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[350k€; et plus[";73;"[325€; 350€[";Master/Bac+5
B-;M;147215888;Private;Sports Car;01/03/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-4331;De 15 à 19 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[250k€; 300k€[";18;"[250€; 275€[";Doctorat/Bac+8
B+;M;618040112;Private;z_SUV;25/02/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-4335;De 15 à 19 ans;Urban;Type S.A;Moins de 20 ans;Non;Non;Locataire;72;"[275€; 300€[";Master/Bac+5
B+;F;591312483;Commercial;Minivan;06/04/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-4339;De 0 à 4 ans;Urban;Type S.A.R.L;Moins de 20 ans;Non;Non;[300k€ à 350k€[;89;"[300€; 325€[";Licence/Bac+3
A-;F;573840556;Private;Sports Car;04/04/2022;complet;dev_express;Oui;"[0; 20K€[";C22-4343;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Oui;Sans précision;59;"[275€; 300€[";Lycée ou après
A-;F;809228729;Private;Minivan;04/02/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-4347;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Oui;"[150k€; 200k€[";95;"[250€; 275€[";Avant Lycée
A+;M;219754330;Commercial;Van;06/01/2022;complet;dev_express;Non;"[0; 20K€[";C22-4351;De 5 à 9 ans;Urban;Sans précision;80 ans à plus;Oui;Non;[300k€ à 350k€[;46;"[250€; 275€[";Licence/Bac+3
A+;F;99001090;Private;z_SUV;15/03/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-4355;De 10 à 14 ans;Urban;Type S.A.R.L;Moins de 20 ans;Non;Non;"[150k€; 200k€[";50;"[300€; 325€[";Master/Bac+5
B-;M;762523260;Commercial;Van;23/01/2022;complet;dev_express;Oui;"[80K€; 100K€[";C22-4359;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[200k€; 250k€[";58;"[250€; 275€[";Avant Lycée
AB+;M;590669743;Private;Pickup;18/02/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-4363;De 0 à 4 ans;Urban;Type S.A.S;60 à 79 ans;Non;Non;Locataire;65;"[300€; 325€[";Avant Lycée
O+;F;857718623;Private;Sports Car;09/02/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-4367;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[100k€; 150k€[ ";03;"[275€; 300€[";Master/Bac+5
B+;F;234885740;Commercial;Pickup;07/04/2022;complet;dev_integral;Oui;"[60K€; 80K€[";C22-4371;De 5 à 9 ans;Rural;Sans précision;40 à 59 ans;Non;Non;"[200k€; 250k€[";85;"[325€; 350€[";Licence/Bac+3
O-;F;73552947;Commercial;Panel Truck;03/04/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-4375;De 15 à 19 ans;Rural;Sans précision;40 à 59 ans;Non;Non;Sans précision;79;"[325€; 350€[";Master/Bac+5
AB+;F;2723173;Commercial;Pickup;01/03/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-4379;De 15 à 19 ans;Urban;Sans précision;Moins de 20 ans;Non;Oui;Locataire;78;"[300€; 325€[";Doctorat/Bac+8
B+;F;853266389;Private;Minivan;31/03/2022;complet;dev_premium;Oui;"[80K€; 100K€[";C22-4383;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Oui;Oui;Locataire;19;"[300€; 325€[";Licence/Bac+3
A+;F;360133721;Private;Minivan;24/01/2022;complet;dev_express;Oui;"[0; 20K€[";C22-4387;De 5 à 9 ans;Urban;Type S.A.S;40 à 59 ans;Oui;Non;Locataire;10;"[250€; 275€[";Lycée ou après
B-;F;197703607;Commercial;Panel Truck;24/02/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-4391;De 0 à 4 ans;Rural;Sans précision;40 à 59 ans;Oui;Non;[300k€ à 350k€[;11;"[275€; 300€[";Licence/Bac+3
B-;M;908411110;Commercial;Minivan;26/01/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-4395;De 10 à 14 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;"[250k€; 300k€[";35;"[250€; 275€[";Licence/Bac+3
B+;M;5489257;Commercial;z_SUV;07/02/2022;complet;dev_express;Oui;"[0; 20K€[";C22-4399;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Oui;Oui;"[250k€; 300k€[";59;"[250€; 275€[";Licence/Bac+3
AB-;M;142190270;Private;Van;11/03/2022;complet;dev_vip;Oui;"[120K€; Et plus [";C22-4403;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Non;Non;"[350k€; et plus[";49;"[350€; et plus[";Doctorat/Bac+8
B+;F;509887154;Private;Minivan;08/03/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-4407;De 5 à 9 ans;Rural;Sans précision;60 à 79 ans;Oui;Non;Locataire;20;"[325€; 350€[";Master/Bac+5
AB+;M;484833042;Private;Minivan;15/04/2022;complet;dev_express;Non;"[120K€; Et plus [";C22-4411;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;Locataire;87;"[250€; 275€[";Master/Bac+5
AB-;F;255890039;Commercial;z_SUV;29/05/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-4415;De 5 à 9 ans;Urban;Type S.A.R.L;40 à 59 ans;Non;Non;Locataire;29;"[300€; 325€[";Licence/Bac+3
AB+;M;401442272;Private;Minivan;16/04/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-4419;De 0 à 4 ans;Rural;Sans précision;Moins de 20 ans;Non;Non;[300k€ à 350k€[;26;"[250€; 275€[";Licence/Bac+3
O+;M;37014855;Commercial;Panel Truck;22/01/2022;complet;dev_express;Oui;"[100K€; 120K€[";C22-4423;De 15 à 19 ans;Urban;Sans précision;Moins de 20 ans;Oui;Oui;[300k€ à 350k€[;20;"[250€; 275€[";Master/Bac+5
A-;M;341780638;Commercial;Panel Truck;27/03/2022;complet;dev_premium;Non;"[60K€; 80K€[";C22-4427;De 10 à 14 ans;Urban;Type S.A.S;Moins de 20 ans;Non;Non;"[200k€; 250k€[";20;"[325€; 350€[";Master/Bac+5
O-;M;700043765;Private;z_SUV;04/01/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-4431;De 10 à 14 ans;Urban;Type S.A;Moins de 20 ans;Non;Non;"[200k€; 250k€[";60;"[275€; 300€[";Licence/Bac+3
AB+;F;261603289;Commercial;Van;13/02/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-4435;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[250k€; 300k€[";01;"[325€; 350€[";Licence/Bac+3
B+;M;202001712;Private;z_SUV;19/03/2022;complet;dev_premium;Oui;"[120K€; Et plus [";C22-4439;De 10 à 14 ans;Urban;Type S.A;20 à 39 ans;Oui;Non;"[350k€; et plus[";36;"[325€; 350€[";Master/Bac+5
B+;M;411096665;Commercial;Pickup;23/03/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4443;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";24;"[300€; 325€[";Avant Lycée
B+;M;471957412;Private;Sports Car;24/02/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-4447;De 20 ans à plus;Urban;Sans précision;20 à 39 ans;Non;Non;"[150k€; 200k€[";73;"[275€; 300€[";Master/Bac+5
A-;M;892542306;Private;Sports Car;30/05/2022;complet;dev_integral;Non;"[0; 20K€[";C22-4451;De 0 à 4 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";93;"[325€; 350€[";Licence/Bac+3
A+;M;489736792;Private;Van;02/03/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-4455;De 0 à 4 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[150k€; 200k€[";14;"[250€; 275€[";Avant Lycée
AB+;F;883295992;Private;Minivan;20/05/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-4459;De 15 à 19 ans;Urban;Type S.A.S;60 à 79 ans;Non;Non;Locataire;92;"[300€; 325€[";Master/Bac+5
O+;F;498831834;Private;Pickup;29/04/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-4463;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[200k€; 250k€[";90;"[325€; 350€[";Master/Bac+5
B+;M;2718167;Private;Pickup;25/01/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-4467;De 5 à 9 ans;Urban;Type S.A;Moins de 20 ans;Oui;Non;Sans précision;95;"[250€; 275€[";Lycée ou après
B+;F;677948838;Commercial;Pickup;03/03/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-4471;De 0 à 4 ans;Urban;Type S.A;20 à 39 ans;Oui;Non;"[150k€; 200k€[";64;"[300€; 325€[";Lycée ou après
O-;M;169685431;Private;Minivan;16/02/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-4475;De 5 à 9 ans;Urban;Type S.A.R.L;60 à 79 ans;Non;Non;"[200k€; 250k€[";22;"[275€; 300€[";Lycée ou après
O-;F;23899383;Private;Minivan;08/04/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-4479;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[250k€; 300k€[";49;"[325€; 350€[";Doctorat/Bac+8
B-;M;20180493;Private;Sports Car;24/05/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-4483;De 5 à 9 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;Locataire;61;"[325€; 350€[";Licence/Bac+3
AB+;F;510903092;Commercial;Panel Truck;02/03/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-4487;De 15 à 19 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Non;[300k€ à 350k€[;09;"[300€; 325€[";Master/Bac+5
O+;F;28977784;Commercial;Panel Truck;09/02/2022;complet;dev_premium;Non;"[100K€; 120K€[";C22-4491;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;[300k€ à 350k€[;25;"[350€; et plus[";Master/Bac+5
O-;M;965745421;Commercial;Minivan;24/01/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-4495;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Oui;Oui;"[100k€; 150k€[ ";13;"[325€; 350€[";Lycée ou après
B+;F;197773530;Commercial;Pickup;20/03/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-4499;De 10 à 14 ans;Rural;Sans précision;Moins de 20 ans;Non;Non;"[200k€; 250k€[";43;"[250€; 275€[";Licence/Bac+3
AB+;M;417623543;Private;Pickup;16/03/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-4503;De 10 à 14 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;Sans précision;71;"[300€; 325€[";Licence/Bac+3
AB-;M;905977387;Commercial;Minivan;15/03/2022;complet;dev_express;Non;"[0; 20K€[";C22-4507;De 10 à 14 ans;Rural;Sans précision;Moins de 20 ans;Non;Non;Locataire;03;"[250€; 275€[";Lycée ou après
A-;F;714870833;Private;z_SUV;24/05/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-4511;De 5 à 9 ans;Rural;Type S.A;Moins de 20 ans;Non;Non;"[200k€; 250k€[";74;"[300€; 325€[";Lycée ou après
AB-;M;48210951;Private;z_SUV;26/03/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-4515;De 5 à 9 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;[300k€ à 350k€[;21;"[325€; 350€[";Licence/Bac+3
AB-;F;887185796;Private;z_SUV;28/05/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-4519;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;"[250k€; 300k€[";67;"[300€; 325€[";Avant Lycée
AB+;F;472441773;Private;z_SUV;19/04/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-4523;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[350k€; et plus[";10;"[300€; 325€[";Doctorat/Bac+8
O-;F;838773580;Private;Minivan;04/04/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-4527;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Non;Non;Sans précision;18;"[275€; 300€[";Lycée ou après
AB-;F;362936198;Private;Minivan;25/01/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-4531;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[200k€; 250k€[";92;"[250€; 275€[";Licence/Bac+3
O-;F;964117167;Private;z_SUV;25/02/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-4535;De 10 à 14 ans;Rural;Type S.A.S;80 ans à plus;Oui;Non;"[100k€; 150k€[ ";48;"[325€; 350€[";Lycée ou après
AB-;M;880164797;Private;z_SUV;07/03/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-4539;De 5 à 9 ans;Urban;Type S.A.R.L;20 à 39 ans;Non;Non;"[150k€; 200k€[";26;"[275€; 300€[";Licence/Bac+3
B+;F;46204215;Private;z_SUV;11/05/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-4543;De 10 à 14 ans;Urban;Sans précision;80 ans à plus;Non;Non;"[100k€; 150k€[ ";05;"[300€; 325€[";Doctorat/Bac+8
O-;F;424197869;Private;z_SUV;25/05/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-4547;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";56;"[250€; 275€[";Master/Bac+5
